"halalStatus","dataAiHint","tags__001","tags__002","tags__003","tags__004","tags__005","tags__006","tags__007","tags__008","longitude","approvedAt","rating","submittedAt","name","businessStatus","dataHashId","priceLevel","logoLink","openingHours","userRatingsTotal","latitude","state","address","googlePlaceId","id","websiteLink","socialInstagram","socialFacebook","socialTwitter","socialTiktok","socialWhatsapp"
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.7131566","null","4.8","null","Min Coffee Putrajaya","OPERATIONAL","hash_Min Coffee Putrajaya (Putrajaya)","null","null","null","1178","2.9381363","Putrajaya","LG-03 Shaftsbury, 62250 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia","ChIJoeCf8ZrJzTER9w2NrYsP5Ks","Min Coffee Putrajaya (Putrajaya)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","115.243856","null","4.7","null","Mito Coffee","OPERATIONAL","hash_Mito Coffee (Labuan)","null","null","null","24","5.2811393","Labuan","Paragon Labuan, G29, 700, Bandar Labuan, 87008 Labuan, Labuan Federal Territory, Malaysia","ChIJ3wnkbqIZIzIRsUonCQkXYuU","Mito Coffee (Labuan)","","","","","",""
"Not Specified","null","food","point of interest","store","establishment","","","","","116.0805731","null","4.8","null","Mitoya Gelato & Tea House","OPERATIONAL","hash_Mitoya Gelato & Tea House (Sabah)","null","null","null","471","5.9911363","Sabah","G-05, Ground Floor, JQ Central, Coastal Highway, Off, Jln Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88400 Kota Kinabalu, Sabah, Malaysia","ChIJx30PYMBrOzIRIBJ07YxxUN0","Mitoya Gelato & Tea House (Sabah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.6985584","null","4.6","null","Monster. A Garden Cafe","OPERATIONAL","hash_Monster A Garden Cafe (Kuala Lumpur)","2","null","null","1562","3.1434378","Kuala Lumpur","No. 54, 1st Floor, Jalan Sultan, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJ9xHtJIA3zDERLkzVo8PABJ4","Monster A Garden Cafe (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","restaurant","food","point of interest","establishment","","","","101.720987","null","4.3","null","Mori Kohi - Jalan Aman (HQ)","OPERATIONAL","hash_Mori Kohi - Jalan Aman (HQ) (Kuala Lumpur)","2","null","null","880","3.1631381","Kuala Lumpur","11, Jalan Aman, Off, Jln Tun Razak, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJh8H6ebo3zDER33Jiirf8uZA","Mori Kohi - Jalan Aman (HQ) (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","115.2457761","null","4","null","Mortar Cafe Lounge","OPERATIONAL","hash_Mortar Cafe Lounge (Labuan)","2","null","null","823","5.278391699999999","Labuan","Bandar Labuan, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJHyxQ-9wYIzIRRSggVygmwa8","Mortar Cafe Lounge (Labuan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","103.3290156","null","3.7","null","Muka Coffee","OPERATIONAL","hash_Muka Coffee (Pahang)","null","null","null","381","3.8062559","Pahang","37, Jalan Besar, 25000 Kuantan, Pahang, Malaysia","ChIJjXZUr7W7yDERhAkQLrBG8hc","Muka Coffee (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.1460695","null","4.4","null","Muzi Matcha","OPERATIONAL","hash_Muzi Matcha (Perak)","null","null","null","260","4.6201294","Perak","333, Jalan Tambun, Kampung Tersusun Batu 5, 31400 Ipoh, Perak, Malaysia","ChIJSZaDl5TtyjERp2ri_yi999A","Muzi Matcha (Perak)","","","","","",""
"Not Specified","null","cafe","store","restaurant","food","point of interest","establishment","","","100.1972241","null","4.6","null","Mykori - Kangar, Perlis","OPERATIONAL","hash_Mykori - Kangar, Perlis (Perlis)","2","null","null","239","6.4228635","Perlis","26, Persiaran Putra, Taman Putra Utama, Kampung Bukit Lagi, 01000 Kangar, Perlis, Malaysia","ChIJlZP9J96ZTDARx17pcgz1KKU","Mykori - Kangar, Perlis (Perlis)","","","","","",""
"Not Specified","null","store","food","point of interest","establishment","","","","","115.2440825","null","2.9","null","Mykori Dessert Cafe Wilayah Persekutuan Labuan","OPERATIONAL","hash_Mykori Dessert Cafe Wilayah Persekutuan Labuan (Labuan)","2","null","null","14","5.2812879","Labuan","Bandar Labuan, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJ_wXAnI4ZIzIRKTfCtH664ys","Mykori Dessert Cafe Wilayah Persekutuan Labuan (Labuan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2202318","null","4.7","null","NASKEN COFFEE Drive Thru Machang","OPERATIONAL","hash_NASKEN COFFEE Drive Thru Machang (Kelantan)","null","null","null","347","5.776161699999999","Kelantan","Pt 7086, Jalan Sri Cemerlang, Kampung Batu Dua Puloh Lima, 18500 Bandar Machang, Kelantan, Malaysia","ChIJS4XySQCbtjERM58UwF6UM64","NASKEN COFFEE Drive Thru Machang (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2405856","null","3.7","null","NASKEN COFFEE Troika","OPERATIONAL","hash_NASKEN COFFEE Troika (Kelantan)","null","null","null","350","6.120463300000001","Kelantan","1-3, Troika Avenue, Jln Mahmood, Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia","ChIJo3uhSuyvtjERaV5tm2sIJ90","NASKEN COFFEE Troika (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2636182","null","4.7","null","NGOFEE","OPERATIONAL","hash_NGOFEE (Kelantan)","null","null","null","299","6.111340999999999","Kelantan","LOT 1643, JALAN YAKOBIAH, Kampung Bayam, 15200 Kota Bahru, Kelantan, Malaysia","ChIJN5fNFrKxtjERf2O510YsbBk","NGOFEE (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","103.3010457","null","4.2","null","NH Coffee & Dessert","OPERATIONAL","hash_NH Coffee & Dessert (Pahang)","null","null","null","68","3.8336507","Pahang","A35, Jln IM 7/16, Bandar Indera Mahkota, 25200 Kuantan, Pahang, Malaysia","ChIJnSCzztO7yDERYyrxqTDrMTM","NH Coffee & Dessert (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","116.0809245","null","4.9","null","Nana Dessert Cafe","OPERATIONAL","hash_Nana Dessert Cafe (Sabah)","null","null","null","505","5.990714","Sabah","1-35, First Floor, Jesselton Quay @ Gallery Shoppes, Jln Tun Fuad Stephens, Pusat Bandar Kota Kinabalu, 88400 Kota Kinabalu, Sabah, Malaysia","ChIJ7djg3j9rOzIRXDSyICjMl-U","Nana Dessert Cafe (Sabah)","","","","","",""
"Not Specified","null","cafe","bar","store","food","point of interest","establishment","","","100.3376003","null","4.5","null","Narrow Marrow","OPERATIONAL","hash_Narrow Marrow (Penang)","2","null","null","962","5.413796700000001","Penang","312, Lebuh Pantai, George Town, 10300 George Town, Pulau Pinang, Malaysia","ChIJZUde8ZPDSjARJffBWQEgmyg","Narrow Marrow (Penang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2327606","null","4.2","null","Nasken Coffee Lembah Sireh","OPERATIONAL","hash_Nasken Coffee Lembah Sireh (Kelantan)","2","null","null","484","6.1127749","Kelantan","Pt 469, Lembah Sireh, 15050 Kota Bharu, Kelantan, Malaysia","ChIJNT0jx8-vtjERt5s_MMydXd0","Nasken Coffee Lembah Sireh (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","102.2605683","null","4.3","null","Nasken Coffee Pengkalan Chepa","OPERATIONAL","hash_Nasken Coffee Pengkalan Chepa (Kelantan)","2","null","null","660","6.1332325","Kelantan","1528a, Jln Tok Guru, 15400 Kota Bharu, Kelantan, Malaysia","ChIJ90YvzBmxtjERqe3yxhrBKkU","Nasken Coffee Pengkalan Chepa (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.4204848","null","4.4","null","Nenda Cafe","OPERATIONAL","hash_Nenda Cafe (Kedah)","2","null","null","574","6.242638599999999","Kedah","N0 57-A, Bandar Darulaman Jaya, 06000 Jitra, Kedah, Malaysia","ChIJx076j5BZSzARIZIO3Y3xXcQ","Nenda Cafe (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.1958028","null","4.6","null","Ngopi@Kangar","OPERATIONAL","hash_Ngopi@Kangar (Perlis)","2","null","null","927","6.439215700000001","Perlis","No 24, Jalan Kapitol, Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia","ChIJvzCMtaOZTDARLLfkpqv2uAA","Ngopi@Kangar (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","116.0854975","null","4.6","null","Nigocha Matcha","OPERATIONAL","hash_Nigocha Matcha (Sabah)","null","null","null","117","5.914236799999999","Sabah","UNIT NO. 3A, 1ST FLOOR, BLOCK D, Lorong Padimas Point 2, 89500 Kota Kinabalu, Sabah, Malaysia","ChIJv9ol6ARpOzIRiAmqoKU0zcc","Nigocha Matcha (Sabah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.673093","null","4.7","null","Niko Neko Matcha 1.5 - Bangsar","OPERATIONAL","hash_Niko Neko Matcha 15 - Bangsar (Kuala Lumpur)","2","null","null","1731","3.131981","Kuala Lumpur","82A, Lrg Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJSblDO79JzDERrfR8Z-jKY4o","Niko Neko Matcha 15 - Bangsar (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","101.673093","null","4.7","null","Niko Neko Matcha 1.5 - Bangsar","OPERATIONAL","hash_Niko Neko Matcha 15 - Bangsar (Pahang)","2","null","null","1731","3.131981","Pahang","82A, Lrg Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJSblDO79JzDERrfR8Z-jKY4o","Niko Neko Matcha 15 - Bangsar (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.673093","null","4.7","null","Niko Neko Matcha 1.5 - Bangsar","OPERATIONAL","hash_Niko Neko Matcha 15 - Bangsar (Selangor)","2","null","null","1731","3.131981","Selangor","82A, Lrg Maarof, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJSblDO79JzDERrfR8Z-jKY4o","Niko Neko Matcha 15 - Bangsar (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.6963927","null","4.6","null","Niko Neko Matcha 2.0 - Chinatown","OPERATIONAL","hash_Niko Neko Matcha 20 - Chinatown (Kuala Lumpur)","null","null","null","2745","3.1427982","Kuala Lumpur","181, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJP8CKAkRJzDERcH4E3VxqWCA","Niko Neko Matcha 20 - Chinatown (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.6963927","null","4.6","null","Niko Neko Matcha 2.0 - Chinatown","OPERATIONAL","hash_Niko Neko Matcha 20 - Chinatown (Selangor)","null","null","null","2745","3.1427982","Selangor","181, Jalan Tun H S Lee, City Centre, 50000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJP8CKAkRJzDERcH4E3VxqWCA","Niko Neko Matcha 20 - Chinatown (Selangor)","","","","","",""
"Not Specified","null","cafe","restaurant","point of interest","food","establishment","","","","103.7660516","null","4.5","null","Nimmies Pastry Cafe","OPERATIONAL","hash_Nimmies Pastry Cafe (Johor)","2","null","null","7358","1.4904425","Johor","171, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJJ24bHm5t2jERGg6dlG1GERQ","Nimmies Pastry Cafe (Johor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.342897","null","4.4","null","Norm Micro Roastery","OPERATIONAL","hash_Norm Micro Roastery (Penang)","2","null","null","2112","5.4168813","Penang","13, Gat Lebuh Gereja, George Town, 10300 George Town, Pulau Pinang, Malaysia","ChIJmYqrbZvDSjARdBL88ik1pxQ","Norm Micro Roastery (Penang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","103.1461612","null","4.7","null","Nymph Coffee","OPERATIONAL","hash_Nymph Coffee (Terengganu)","null","null","null","63","5.3348286","Terengganu","Lot 3584, Jalan Sultan Zainal Abidin, Kampung Tanjung Paya, 20000 Kuala Terengganu, Terengganu, Malaysia","ChIJx86T4G2_tzERO-pponNv1xg","Nymph Coffee (Terengganu)","","","","","",""
"Not Specified","null","cafe","store","point of interest","food","establishment","","","","110.3549058","null","4.4","null","ODA Café Kuching","OPERATIONAL","hash_ODA Café Kuching (Sarawak)","null","null","null","28","1.5148874","Sarawak","Ground Floor, Premier 101 Commercial Centre, 53, Jalan Tun Jugah, Kempas Heights, 93350 Kuching, Sarawak, Malaysia","ChIJEXxxRoOn-zERUFu_1uYDF2I","ODA Café Kuching (Sarawak)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7172014","null","4.6","null","OGA Tea & Dining","OPERATIONAL","hash_OGA Tea & Dining (Kuala Lumpur)","null","null","null","1097","3.1455883","Kuala Lumpur","18 Jalan Kamuning, Off, Jln Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJK6eJpwc3zDERXOaEQ4JyzHE","OGA Tea & Dining (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.6215677","null","4.7","null","ONO Specialty Coffee & Matcha","OPERATIONAL","hash_ONO Specialty Coffee & Matcha (Kuala Lumpur)","null","null","null","1976","3.114084","Kuala Lumpur","47, Jalan SS 2/30, SS 2, 47300 Petaling Jaya, Selangor, Malaysia","ChIJf_gKT1lJzDER9bYg7pl5c98","ONO Specialty Coffee & Matcha (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.6215677","null","4.7","null","ONO Specialty Coffee & Matcha","OPERATIONAL","hash_ONO Specialty Coffee & Matcha (Selangor)","null","null","null","1976","3.114084","Selangor","47, Jalan SS 2/30, SS 2, 47300 Petaling Jaya, Selangor, Malaysia","ChIJf_gKT1lJzDER9bYg7pl5c98","ONO Specialty Coffee & Matcha (Selangor)","","","","","",""
"Not Specified","null","restaurant","food","point of interest","establishment","","","","","100.2065962","null","4","null","Obses Kitchen Kangar","OPERATIONAL","hash_Obses Kitchen Kangar (Perlis)","2","null","null","215","6.436623699999999","Perlis","2, Jalan Medan Niaga, Taman Seri Firdaus, 01000 Kangar, Perlis, Malaysia","ChIJ81QZX4qZTDARiYO7Uo6K20Y","Obses Kitchen Kangar (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","116.0781898","null","4.5","null","October Coffee Gaya","OPERATIONAL","hash_October Coffee Gaya (Sabah)","2","null","null","1301","5.9838803","Sabah","13, Lorong Dewan, Pusat Bandar, 88000 Kota Kinabalu, Sabah, Malaysia","ChIJZyoAmYVpOzIRWlmsKDwjA_A","October Coffee Gaya (Sabah)","","","","","",""
"Not Specified","null","cafe","meal takeaway","bakery","restaurant","food","point of interest","store","establishment","116.1069827","null","4.4","null","October Coffee Roasters","OPERATIONAL","hash_October Coffee Roasters (Sabah)","2","null","null","548","5.966578699999999","Sabah","9, Lorong Bunga Raja 4, Taman Bunga Raja, 88450 Kota Kinabalu, Sabah, Malaysia","ChIJp_AUcRRpOzIR5OEDQawMNs4","October Coffee Roasters (Sabah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.6149227","null","4.1","null","Oh Cha Matcha - 1 Utama","OPERATIONAL","hash_Oh Cha Matcha - 1 Utama (Selangor)","null","null","null","56","3.1517239","Selangor","City Centre, Lot LGK9, 1 Utama Shopping Centre, 1, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia","ChIJETzSZaBPzDERAg_aThT8w4w","Oh Cha Matcha - 1 Utama (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.509838","null","4.9","null","Oh Cha Matcha - Elmina Lakeside Mall","OPERATIONAL","hash_Oh Cha Matcha - Elmina Lakeside Mall (Selangor)","null","null","null","150","3.1815092","Selangor","GF-39A, Ground Floor, Elmina Lakeside Mall, Persiaran Garcinia, Seksyen U15, 40170 Shah Alam, Selangor, Malaysia","ChIJ9WPeY_5RzDER-lMlAntlxAg","Oh Cha Matcha - Elmina Lakeside Mall (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.6352662","null","4.5","null","Oh Cha Matcha - Jaya One","OPERATIONAL","hash_Oh Cha Matcha - Jaya One (Selangor)","null","null","null","18","3.1176768","Selangor","G-7, Ground Floor, Block J, The School by Jaya One, 72A, Jln Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia","ChIJ5fphysJJzDERaY1_g1KZOhk","Oh Cha Matcha - Jaya One (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7235944","null","4.9","null","Oh Cha Matcha - Sunway Velocity","OPERATIONAL","hash_Oh Cha Matcha - Sunway Velocity (Kuala Lumpur)","null","null","null","254","3.1274178","Kuala Lumpur","Lot 2-70, 2nd Floor, SUNWAY VELOCITY, Mall, Jln Cheras, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJwW5unFo3zDERoImd8pp675g","Oh Cha Matcha - Sunway Velocity (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7235944","null","4.9","null","Oh Cha Matcha - Sunway Velocity","OPERATIONAL","hash_Oh Cha Matcha - Sunway Velocity (Selangor)","null","null","null","254","3.1274178","Selangor","Lot 2-70, 2nd Floor, SUNWAY VELOCITY, Mall, Jln Cheras, Maluri, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia","ChIJwW5unFo3zDERoImd8pp675g","Oh Cha Matcha - Sunway Velocity (Selangor)","","","","","",""
"Not Specified","null","cafe","restaurant","food","point of interest","establishment","","","","101.9094847","null","4","null","Olive and Sambal Village S2","OPERATIONAL","hash_Olive and Sambal Village S2 (Negeri Sembilan)","2","null","null","414","2.6942897","Negeri Sembilan","199, Jalan S2 B14, Uptown Avenue Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia","ChIJqz12IMHnzTERzOEwdZdpz7Y","Olive and Sambal Village S2 (Negeri Sembilan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.2414722","null","4.3","null","Oven Rimba Cafe","OPERATIONAL","hash_Oven Rimba Cafe (Perlis)","null","null","null","313","6.506655299999999","Perlis","Jalan Santan, Kampung Padang Lati, 02400 Kangar, Perlis, Malaysia","ChIJvclF2BCXTDARNcVWkZPOWZc","Oven Rimba Cafe (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","100.4527107","null","4.7","null","Pa namaa Coffee Jitra ( Panama Kopi)","OPERATIONAL","hash_Pa namaa Coffee Jitra ( Panama Kopi) (Kedah)","null","null","null","245","6.2450835","Kedah","NO 221 THE AXIS COMMERCIAL HUB TAMAN TUNKU INTAN SAFINAZ, Bandar Darulaman, 06000 Jitra, Kedah, Malaysia","ChIJjcziIm5XSzAR8anstPDKHW8","Pa namaa Coffee Jitra ( Panama Kopi) (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","103.16013","null","4.7","null","PastelMonoMY","OPERATIONAL","hash_PastelMonoMY (Terengganu)","2","null","null","544","5.2795404","Terengganu","LOT 2913, Jalan Cempaka 10, Kampung Tok Adis, 20400 Kuala Terengganu, Terengganu, Malaysia","ChIJRawdT26_tzERjlYwcQbc3qc","PastelMonoMY (Terengganu)","","","","","",""
"Not Specified","null","cafe","bakery","store","food","point of interest","establishment","","","101.0774675","null","4.1","null","Patisserie Boutique","OPERATIONAL","hash_Patisserie Boutique (Perak)","2","null","null","503","4.5967759","Perak","103, Jln Sultan Yussof, 30000 Ipoh, Perak, Malaysia","ChIJFVo9LXzsyjERjzjdRS67IKo","Patisserie Boutique (Perak)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","101.0790589","null","3.9","null","People's Park Chang Jiang White Coffee","OPERATIONAL","hash_People's Park Chang Jiang White Coffee (Perak)","null","null","null","531","4.5937587","Perak","Kompleks Bangunan Taman Persisiran Sungai Kinta, Jalan Sultan Iskandar, 30000 Ipoh, Perak, Malaysia","ChIJ-SbectntyjERowqjSoq-lKo","People's Park Chang Jiang White Coffee (Perak)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","102.2474045","null","null","null","Pink Matcha Cafe","OPERATIONAL","hash_Pink Matcha Cafe (Negeri Sembilan)","null","null","null","null","2.7701514","Negeri Sembilan","17, 1, Jalan Senimas 9, Taman Senimas, 72000 Kuala Pilah, Negeri Sembilan, Malaysia","ChIJ95lzEShzzjERYkZOvPUutAg","Pink Matcha Cafe (Negeri Sembilan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","101.0896559","null","4.2","null","QUIERO Coffee - Ipoh","OPERATIONAL","hash_QUIERO Coffee - Ipoh (Perak)","null","null","null","63","4.5928586","Perak","D-G19, Soho Ipoh, 2, Jalan Sultan Idris Shah, 30000 Ipoh, Perak, Malaysia","ChIJb3WQQybtyjERsEbPaW_-mL8","QUIERO Coffee - Ipoh (Perak)","","","","","",""
"Not Specified","null","restaurant","food","point of interest","establishment","","","","","101.6283382","null","4.7","null","Raku Matcha","OPERATIONAL","hash_Raku Matcha (Kuala Lumpur)","null","null","null","589","3.1151068","Kuala Lumpur","L1 - 03, Level 1, New Ocean World Fine Food City, 15, Jalan 19/1, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia","ChIJ7TsX0zFJzDERcZx_N6_24hg","Raku Matcha (Kuala Lumpur)","","","","","",""
"Not Specified","null","restaurant","food","point of interest","establishment","","","","","101.6283382","null","4.7","null","Raku Matcha","OPERATIONAL","hash_Raku Matcha (Selangor)","null","null","null","589","3.1151068","Selangor","L1 - 03, Level 1, New Ocean World Fine Food City, 15, Jalan 19/1, Seksyen 19, 46300 Petaling Jaya, Selangor, Malaysia","ChIJ7TsX0zFJzDERcZx_N6_24hg","Raku Matcha (Selangor)","","","","","",""
"Not Specified","null","cafe","point of interest","food","establishment","","","","","103.7628075","null","4.7","null","Re Patisserie","OPERATIONAL","hash_Re Patisserie (Johor)","null","null","null","390","1.4908336","Johor","77, Jalan Kemuning, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJ16Topi9t2jERzDgJurSG8nU","Re Patisserie (Johor)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","115.2500163","null","4.5","null","Resto Coffee","OPERATIONAL","hash_Resto Coffee (Labuan)","null","null","null","17","5.2830834","Labuan","Bandar Labuan, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJN8FxhpAZIzIRtwJ1C8l6r9U","Resto Coffee (Labuan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.7231129","null","4.5","null","Richiamo Coffee - Putrajaya","OPERATIONAL","hash_Richiamo Coffee - Putrajaya (Putrajaya)","2","null","null","255","2.9459926","Putrajaya","Lot 18, Nadi 15, Presint Diplomatik, 62050, Putrajaya, Malaysia","ChIJiclHxpnJzTER1kv0I0--gjg","Richiamo Coffee - Putrajaya (Putrajaya)","","","","","",""
"Not Specified","null","cafe","restaurant","food","point of interest","establishment","","","","102.2357731","null","4.6","null","Rooftop Cafe","OPERATIONAL","hash_Rooftop Cafe (Malacca)","null","null","null","229","2.1949874","Malacca","29 (LEVEL, 5, Jln KSB 11, 75200 Malacca, Malaysia","ChIJu7knA7Dx0TERHfhGz5lLets","Rooftop Cafe (Malacca)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","102.3613257","null","4.7","null","Room Cafe","OPERATIONAL","hash_Room Cafe (Pahang)","null","null","null","30","3.9393219","Pahang","Jalan Dulang, Kampung Sungai Jan, 27000 Jerantut, Pahang, Malaysia","ChIJP-n0ea9ByTER8byfYrqA3Dk","Room Cafe (Pahang)","","","","","",""
"Not Specified","null","cafe","bakery","store","point of interest","food","establishment","","","110.3925136","null","4.7","null","Roots & Bliss Cafe","OPERATIONAL","hash_Roots & Bliss Cafe (Sarawak)","null","null","null","124","1.5131382","Sarawak","Ground Floor, Sublot 68, TT3 Plaza, 93350 Kuching, Sarawak, Malaysia","ChIJk0vZDsen-zERmZqOLdwxO50","Roots & Bliss Cafe (Sarawak)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.4390371","null","4.9","null","SAFA MATCHA","OPERATIONAL","hash_SAFA MATCHA (Penang)","null","null","null","43","5.2387407","Penang","VERVEA, 52-G, Jln Vervea 13, 14110 Simpang Ampat, Pulau Pinang, Malaysia","ChIJHwXFgb-5SjARIGnGXTaH7xA","SAFA MATCHA (Penang)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","103.3521093","null","4","null","SECHAWAN MATCHA & KOPI","OPERATIONAL","hash_SECHAWAN MATCHA & KOPI (Pahang)","null","null","null","1","3.8229514","Pahang","MRSM, 25250 Kuantan, Pahang, Malaysia","ChIJ6WOvCqS7yDERjrKusxTL0eA","SECHAWAN MATCHA & KOPI (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","102.2428447","null","4.9","null","SO BER CAFE","OPERATIONAL","hash_SO BER CAFE (Malacca)","null","null","null","296","2.201086","Malacca","No. 47-i, Jalan Ong Kim Wee, Kampung Empat, 75300 Malacca, Malaysia","ChIJBd3ZU9fx0TERztZ5SbfTHj8","SO BER CAFE (Malacca)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","116.0826898","null","5","null","STAY CAFE","OPERATIONAL","hash_STAY CAFE (Sabah)","null","null","null","595","5.936928099999999","Sabah","Penampang, Lido Plaza, Lot 11-0, Ground Floor, Nosoob, Jalan Kobusak, 88300 Kota Kinabalu, Sabah, Malaysia","ChIJ8Qj81W5pOzIRAw8mOre63Ds","STAY CAFE (Sabah)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.1780891","null","4.9","null","Sechaone Coffee","OPERATIONAL","hash_Sechaone Coffee (Perlis)","null","null","null","318","6.438322299999999","Perlis","15, Lrg Muhibbah, Kampung Telok Kachang, 01000 Kangar, Perlis, Malaysia","ChIJF-bQNciZTDARUErnknBfhL8","Sechaone Coffee (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","115.2449582","null","4.1","null","Secret Recipe Labuan","OPERATIONAL","hash_Secret Recipe Labuan (Labuan)","2","null","null","447","5.2808319","Labuan","Bandar Labuan, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJa8Sy3KgZIzIRtxtdk9rLWlQ","Secret Recipe Labuan (Labuan)","","","","","",""
