"halalStatus","dataAiHint","tags__001","tags__002","tags__003","tags__004","tags__005","tags__006","tags__007","tags__008","longitude","approvedAt","rating","submittedAt","name","businessStatus","dataHashId","priceLevel","logoLink","openingHours","userRatingsTotal","latitude","state","address","googlePlaceId","id","websiteLink","socialInstagram","socialFacebook","socialTwitter","socialTiktok","socialWhatsapp"
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.407091","null","4.2","null","JoMI Matcha","OPERATIONAL","hash_JoMI Matcha (Penang)","null","null","null","97","5.396883900000001","Penang","3014, Jalan Kelasah Bandar Seberang Jaya, Seberang Jaya, 13700 Perai, Pulau Pinang, Malaysia","ChIJl-FYMeLFSjAR8jxoQCn3pPo","JoMI Matcha (Penang)","","","","","",""
"Not Specified","null","cafe","point of interest","food","establishment","","","","","103.7727177","null","4.7","null","KACJ COFFEE","OPERATIONAL","hash_KACJ COFFEE (Johor)","null","null","null","196","1.4832964","Johor","32, Jln Sri Pelangi 4, Taman Pelangi, 80400 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJi7rbR0dt2jERyEt4tK-4tak","KACJ COFFEE (Johor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.1920666","null","4.6","null","KAFE RUTIYN","OPERATIONAL","hash_KAFE RUTIYN (Perlis)","2","null","null","126","6.4352597","Perlis","NO.1D, STESEN BAS EXPRESS KANGAR, Jalan Bukit Lagi, Pusat Bandar Kangar, 01000 Kangar, Perlis, Malaysia","ChIJcwBZJCyZTDARCH3AF6aR0us","KAFE RUTIYN (Perlis)","","","","","",""
"Not Specified","null","bakery","cafe","food","point of interest","store","establishment","","","100.4190761","null","4.3","null","KEKANDA CAFE JITRA","OPERATIONAL","hash_KEKANDA CAFE JITRA (Kedah)","null","null","null","454","6.2545857","Kedah","NO 40 GROUND FLOOR SUSURAN KOMPLEKS JITRA 2, 1, KOPLEKS PERNIAGAAN, Pekan Jitra 2, 06000 Jitra, Kedah, Malaysia","ChIJE1zrRRpZSzARGNHUoEiqj8A","KEKANDA CAFE JITRA (Kedah)","","","","","",""
"Not Specified","null","cafe","point of interest","food","establishment","","","","","113.0501729","null","4.5","null","KOJO CAFE","OPERATIONAL","hash_KOJO CAFE (Sarawak)","null","null","null","68","3.193318","Sarawak","No.46,Lot 8498,Town Square Jalan Tun Ahmad Zaidi,97000 Bintulu Sarawak Ibraco, 97000 Bintulu, Sarawak, Malaysia","ChIJe0b-U87BHTIRflQTwrQD1xw","KOJO CAFE (Sarawak)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","115.2287117","null","4.5","null","KUPIJUI COFFEE SHOP","OPERATIONAL","hash_KUPIJUI COFFEE SHOP (Labuan)","null","null","null","2","5.363924700000001","Labuan","Lot 36, 700, Kampung Ganggarak, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJf9qWlKwZIzIRRd4mVX8DhDU","KUPIJUI COFFEE SHOP (Labuan)","","","","","",""
"Not Specified","null","book store","cafe","restaurant","food","point of interest","store","establishment","","100.37001","null","4.1","null","Kafe Moara","OPERATIONAL","hash_Kafe Moara (Kedah)","null","null","null","242","6.1305024","Kedah","2176 G, Taman Tunku Habsah, Jalan Kanchut, 05150 Alor Setar, Kedah, Malaysia","ChIJId1cGkpFSzARnYp5baBO3Q0","Kafe Moara (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.1829706","null","4.3","null","Kafe Tenang","OPERATIONAL","hash_Kafe Tenang (Perlis)","null","null","null","104","6.4123698","Perlis","Taman Pertiwi, 49, Jalan Kangar - Alor Setar, Kampung Seriap, 01000 Kangar, Perlis, Malaysia","ChIJGbArd0ybTDARlnDYNEUBFjo","Kafe Tenang (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2377003","null","4.8","null","Kafe The Layers S.U.K","OPERATIONAL","hash_Kafe The Layers SUK (Kelantan)","null","null","null","491","6.1119606","Kelantan","3512-H, Jln Sultanah Zainab, Taman Patehjai, 15000 Kota Bharu, Kelantan, Malaysia","ChIJDwwCu1CvtjER_SX7KjvHZMM","Kafe The Layers SUK (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","103.1347692","null","4.8","null","Kee Nguyễn Heritage - Terengganu","OPERATIONAL","hash_Kee Nguyễn Heritage - Terengganu (Terengganu)","null","null","null","73","5.334905","Terengganu","37, Jalan Bandar, Kampung Banggul, 20100 Kuala Terengganu, Terengganu, Malaysia","ChIJhcAcyfu_tzERYDSB2nn3ajs","Kee Nguyễn Heritage - Terengganu (Terengganu)","","","","","",""
"Not Specified","null","cafe","point of interest","food","establishment","","","","","103.7600217","null","4.2","null","Keijometo","OPERATIONAL","hash_Keijometo (Johor)","2","null","null","1246","1.4926051","Johor","3, Jln Chengai, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJlTyi0aFt2jERYlE5nICmZEc","Keijometo (Johor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.5097382","null","4.4","null","Khalzara Cafe","OPERATIONAL","hash_Khalzara Cafe (Kedah)","null","null","null","93","5.6695572","Kedah","no 76, Jalan Cempaka 1, Bandar Amanjaya, 08000 Sungai Petani, Kedah, Malaysia","ChIJv55QvrwpSzARjn4-AcxCXmU","Khalzara Cafe (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","102.2308533","null","4.2","null","Kin by The Daily Fix","OPERATIONAL","hash_Kin by The Daily Fix (Malacca)","null","null","null","285","2.1994229","Malacca","Jaya, 1, Jln KLJ 9, Taman Kota Laksamana, 75200 Melaka, Malaysia","ChIJVf0nkyjx0TER8rJEehrd9xw","Kin by The Daily Fix (Malacca)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","103.1344753","null","4.8","null","Knock Knock TRG","OPERATIONAL","hash_Knock Knock TRG (Terengganu)","null","null","null","85","5.3346347","Terengganu","50, JALAN BANDAR, Kampung Banggul, 20100 Kuala Terengganu, Terengganu, Malaysia","ChIJXQBXA6K_tzERBe2NtuTl40A","Knock Knock TRG (Terengganu)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","102.2315951","null","4.7","null","Ko-hee Coffee","OPERATIONAL","hash_Ko-hee Coffee (Malacca)","null","null","null","77","2.1968797","Malacca","Kompleks Perniagaan, 42, Jalan KPKS 3, Kota Syahbandar, 75250 Melaka, Malaysia","ChIJf4pHSy_x0TER9IlbQygsG_8","Ko-hee Coffee (Malacca)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","102.2270154","null","4.3","null","Kofee Brew Cafe","OPERATIONAL","hash_Kofee Brew Cafe (Kelantan)","2","null","null","275","6.083968","Kelantan","Lot 2196-B, Kampung Kota, Jalan Masjid, 15100 Kota Bharu, Kelantan, Malaysia","ChIJBbr9yZultjERQ-5v-1fjbcc","Kofee Brew Cafe (Kelantan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.1790798","null","5","null","Kopi Dua Darjat Kangar Jaya, Perlis","OPERATIONAL","hash_Kopi Dua Darjat Kangar Jaya, Perlis (Perlis)","null","null","null","26","6.4078494","Perlis","Jalan Kangar Jaya 7, Kangar Jaya, 01000 Kangar, Perlis, Malaysia","ChIJaVLCzpKZTDARHPkMmUZ_CLI","Kopi Dua Darjat Kangar Jaya, Perlis (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.4060444","null","4.7","null","Kopi Kafe","OPERATIONAL","hash_Kopi Kafe (Kedah)","null","null","null","187","6.151215199999999","Kedah","175, 256, Hutan Kampung, 05460 Alor Setar, Kedah, Malaysia","ChIJ3Vm06PlbSzARPKUnuvFt8VE","Kopi Kafe (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.6802259","null","3.4","null","Kopi Mesin Putrajaya","OPERATIONAL","hash_Kopi Mesin Putrajaya (Putrajaya)","null","null","null","113","2.9253753","Putrajaya","A2-G-2 AYER@8 COMPLEX, Presint 8, 62250 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia","ChIJuwOmduq3zTERJKwxoxtlfSM","Kopi Mesin Putrajaya (Putrajaya)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.7521264","null","4.3","null","Kopi Satu Satu Sembilan & Titik Santap","OPERATIONAL","hash_Kopi Satu Satu Sembilan & Titik Santap (Perak)","null","null","null","293","4.8437892","Perak","119, Jalan Sultan Idris, Taman Tupai Mas, 34000 Taiping, Perak, Malaysia","ChIJ16CzjkOvyjERoRLvB70EjuQ","Kopi Satu Satu Sembilan & Titik Santap (Perak)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.6222175","null","4.7","null","Kora Kora Matcha","OPERATIONAL","hash_Kora Kora Matcha (Kuala Lumpur)","null","null","null","63","3.1533123","Kuala Lumpur","Level 1, 153, Jln Aminuddin Baki, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJdZHuCABJzDER8kfTj3fWljk","Kora Kora Matcha (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.6222175","null","4.7","null","Kora Kora Matcha","OPERATIONAL","hash_Kora Kora Matcha (Selangor)","null","null","null","63","3.1533123","Selangor","Level 1, 153, Jln Aminuddin Baki, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJdZHuCABJzDER8kfTj3fWljk","Kora Kora Matcha (Selangor)","","","","","",""
"Not Specified","null","cafe","store","point of interest","food","establishment","","","","110.3585846","null","4.2","null","Kosa Coffee Saradise","OPERATIONAL","hash_Kosa Coffee Saradise (Sarawak)","2","null","null","575","1.5052703","Sarawak","Lot 6, Block B1 at Saradise, Jalan Stutong, Taman Bdc, 93350 Kuching, Sarawak, Malaysia","ChIJC3hvgu-n-zER057M_g6X6pc","Kosa Coffee Saradise (Sarawak)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","103.2302337","null","null","null","Kuccaa Matcha & Coffee","OPERATIONAL","hash_Kuccaa Matcha & Coffee (Pahang)","null","null","null","null","3.7810593","Pahang","Taman Pandan Damai, 25150 Kuantan, Pahang, Malaysia","ChIJUThYdAC3yDERKIJvuZ0lnJM","Kuccaa Matcha & Coffee (Pahang)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","102.3597485","null","5","null","Kuma Matcha , Matcha & Kopi Jerantut","OPERATIONAL","hash_Kuma Matcha , Matcha & Kopi Jerantut (Pahang)","null","null","null","11","3.9371549","Pahang","B3, Arked Mara, Bandar Baru, 27000 Jerantut, Pahang, Malaysia","ChIJl716mJtByTERitW9tpco9zI","Kuma Matcha , Matcha & Kopi Jerantut (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.3862581","null","4.8","null","Kupi Nacek","OPERATIONAL","hash_Kupi Nacek (Kedah)","null","null","null","29","6.1199853","Kedah","48, Jln Datuk Kumbar, Kampung Alor Menong, 05300 Alor Setar, Kedah, Malaysia","ChIJMygg1yFFSzARHEtg34kAB9Y","Kupi Nacek (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","103.12153","null","4.6","null","Kuwa Brew","OPERATIONAL","hash_Kuwa Brew (Terengganu)","null","null","null","82","5.3155433","Terengganu","Lot 22 E, Jalan Kubang Buyong, 21000 Kuala Terengganu, Terengganu, Malaysia","ChIJXcfaq5y_tzERj73jENJhkNA","Kuwa Brew (Terengganu)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.127553","null","4.7","null","LAMAN KOPI CAFE","OPERATIONAL","hash_LAMAN KOPI CAFE (Perlis)","null","null","null","31","6.3970819","Perlis","KIOS MASJID AL HUSSAIN, Pekan Kuala Perlis, 02000 Kuala Perlis, Perlis, Malaysia","ChIJWxzuagCbTDARzCFCzhyCTbE","LAMAN KOPI CAFE (Perlis)","","","","","",""
"Not Specified","null","cafe","bakery","store","food","point of interest","establishment","","","100.9329044","null","4.7","null","LEXZO COFFEE","OPERATIONAL","hash_LEXZO COFFEE (Perak)","null","null","null","109","4.774242399999999","Perak","7A, Jalan Tun Razak, Taman Mawar, 33000 Kuala Kangsar, Perak, Malaysia","ChIJDV89aqK9yjER3bCc3TCQh18","LEXZO COFFEE (Perak)","","","","","",""
"Not Specified","null","bicycle store","cafe","food","point of interest","store","establishment","","","101.67851","null","4","null","Lake Cabin at Pit-Stop @ Anjung Floria","OPERATIONAL","hash_Lake Cabin at Pit-Stop @ Anjung Floria (Putrajaya)","null","null","null","833","2.912578","Putrajaya","Anjung Floria, Jalan Tuanku Abdul Rahman, Presint 4, 62000 Putrajaya, Malaysia","ChIJF1q4AqO3zTERBDUmixXb6ck","Lake Cabin at Pit-Stop @ Anjung Floria (Putrajaya)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","100.5162898","null","4.9","null","Libero Coffee - Pokok Sena","OPERATIONAL","hash_Libero Coffee - Pokok Sena (Kedah)","null","null","null","76","6.1678959","Kedah","No. 18, KM 19, Jalan, Taman Bandar Baru, 06400 Pokok Sena, Kedah, Malaysia","ChIJ_ebtSQBRSzARHZyQZF6FDus","Libero Coffee - Pokok Sena (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","100.4889358","null","4.1","null","Lily Coffee","OPERATIONAL","hash_Lily Coffee (Kedah)","null","null","null","36","5.6405138","Kedah","30, Jalan Ibrahim, Sungai Petani, 08000 Sungai Petani, Kedah, Malaysia","ChIJTRoo0UYpSzAR9adoaNqwNp4","Lily Coffee (Kedah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.1939606","null","4.6","null","Lot 7 Coffee","OPERATIONAL","hash_Lot 7 Coffee (Perlis)","null","null","null","16","6.435079","Perlis","7, Lorong Meranti Paya, Jalan Bukit Lagi, 01000 Kangar, Perlis, Malaysia","ChIJ95l-VvyZTDARr1QEjv8Zi88","Lot 7 Coffee (Perlis)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.3241949","null","4.7","null","Lunabar Coffee","OPERATIONAL","hash_Lunabar Coffee (Penang)","2","null","null","426","5.4232936","Penang","10d, Jalan Clove Hall, George Town, 10050 George Town, Pulau Pinang, Malaysia","ChIJz6Ltz5vDSjAR4jDUyONrd8M","Lunabar Coffee (Penang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.1382928","null","5","null","MATCHABEAR","OPERATIONAL","hash_MATCHABEAR (Perak)","null","null","null","13","4.330267399999999","Perak","1121, Jln Seksyen 1/2, 31900 Kampar, Perak, Malaysia","ChIJ9Y3rv57jyjERhIYxTURF5KM","MATCHABEAR (Perak)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","115.2464384","null","null","null","MIU CHA","OPERATIONAL","hash_MIU CHA (Labuan)","null","null","null","null","5.2783912","Labuan","LOT 34, BLOCK C, LEVEL 1, LAZENDA CENTRE, Jalan Okk Abdullah, Bandar Labuan, 87000 Labuan, Wilayah Persekutuan Labuan, Malaysia","ChIJz_pJ-b8ZIzIRgtHI7GKVi6A","MIU CHA (Labuan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.7454805","null","4.6","null","MONCOFF COFFEE ROASTERY","OPERATIONAL","hash_MONCOFF COFFEE ROASTERY (Perak)","null","null","null","114","4.780043699999999","Perak","Jelutong, 34850 Changkat Jering, Perak, Malaysia","ChIJ9TATxPWvyjER1nAy9731xqo","MONCOFF COFFEE ROASTERY (Perak)","","","","","",""
"Not Specified","null","cafe","restaurant","food","point of interest","establishment","","","","101.0846064","null","4.8","null","Magical Beans Cafe","OPERATIONAL","hash_Magical Beans Cafe (Perak)","null","null","null","1001","4.5952401","Perak","47, Jalan Mustapha Al-Bakri, Taman Jubilee, 30300 Ipoh, Perak, Malaysia","ChIJ6YUNwv3tyjERkLSk4ZY7tEM","Magical Beans Cafe (Perak)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","116.0909727","null","4.4","null","Makarios Book Café","OPERATIONAL","hash_Makarios Book Café (Sabah)","null","null","null","77","5.961475","Sabah","Lot 20, First Floor (Corner Unit Lorong Damai Point, Jalan Damai, Luyang Commercial Centre, 88300 Kota Kinabalu, Sabah, Malaysia","ChIJs7fhiD9pOzIRLO_bPElhJ2w","Makarios Book Café (Sabah)","","","","","",""
"Not Specified","null","restaurant","food","point of interest","establishment","","","","","115.246199","null","4.1","null","Mangkuk 39","OPERATIONAL","hash_Mangkuk 39 (Labuan)","null","null","null","14","5.278334","Labuan","Lazenda Hotel, Bandar Labuan, Bandar Labuan, 87000 Labuan, Labuan Federal Territory, Malaysia","ChIJZ1iqPgAZIzIRqrkJaLkcKzI","Mangkuk 39 (Labuan)","","","","","",""
"Not Specified","null","cafe","restaurant","food","point of interest","store","establishment","","","102.0021764","null","4.3","null","Manshor Coffee","OPERATIONAL","hash_Manshor Coffee (Negeri Sembilan)","null","null","null","572","2.7122438","Negeri Sembilan","Pusat Perdagangan, 105-G, Persiaran Lavender Heights 1, Taman Lavender Heights, 70450 Seremban, Negeri Sembilan, Malaysia","ChIJb6egHqLgzTERdwLnYlfyO3A","Manshor Coffee (Negeri Sembilan)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","103.3882906","null","4.5","null","Matcha And Dessert","OPERATIONAL","hash_Matcha And Dessert (Pahang)","null","null","null","38","3.4933518","Pahang","Jalan Masjid Abdullah, Kampung Pancur, 26600 Pekan, Pahang, Malaysia","ChIJkfKSGgBRzzERhxZzKoMdXNk","Matcha And Dessert (Pahang)","","","","","",""
"Not Specified","null","cafe","point of interest","food","establishment","","","","","110.3313617","null","4.8","null","Matcha Day Cafe","OPERATIONAL","hash_Matcha Day Cafe (Sarawak)","null","null","null","4","1.5457755","Sarawak","119, Jalan Pisang Barat, Sin Sin Park, 93150 Kuching, Sarawak, Malaysia","ChIJF2G5qn2n-zER6zl1xF9TRes","Matcha Day Cafe (Sarawak)","","","","","",""
"Not Specified","null","food","point of interest","store","establishment","","","","","101.7072031","null","4","null","Matcha Eight - LaLaport BBCC","OPERATIONAL","hash_Matcha Eight - LaLaport BBCC (Kuala Lumpur)","null","null","null","381","3.1402263","Kuala Lumpur","LaLaport Bukit Bintang City Centre, Lot G-68, Ground Floor, Jln Hang Tuah, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJyf777ro3zDERDS6O9X3gtu4","Matcha Eight - LaLaport BBCC (Kuala Lumpur)","","","","","",""
"Not Specified","null","food","point of interest","store","establishment","","","","","101.7189469","null","4.2","null","Matcha Eight - The Exchange TRX","OPERATIONAL","hash_Matcha Eight - The Exchange TRX (Kuala Lumpur)","null","null","null","131","3.1424793","Kuala Lumpur","L2.73.0, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJz5oz6k83zDERh3s4NH8hp4s","Matcha Eight - The Exchange TRX (Kuala Lumpur)","","","","","",""
"Not Specified","null","store","food","point of interest","establishment","","","","","101.7189469","null","4.2","null","Matcha Eight - The Exchange TRX","OPERATIONAL","hash_Matcha Eight - The Exchange TRX (Pahang)","null","null","null","131","3.1424793","Pahang","L2.73.0, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJz5oz6k83zDERh3s4NH8hp4s","Matcha Eight - The Exchange TRX (Pahang)","","","","","",""
"Not Specified","null","food","point of interest","store","establishment","","","","","101.7189469","null","4.2","null","Matcha Eight - The Exchange TRX","OPERATIONAL","hash_Matcha Eight - The Exchange TRX (Selangor)","null","null","null","131","3.1424793","Selangor","L2.73.0, The Exchange TRX, Persiaran TRX, Tun Razak Exchange, 55188 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJz5oz6k83zDERh3s4NH8hp4s","Matcha Eight - The Exchange TRX (Selangor)","","","","","",""
"Not Specified","null","food","point of interest","establishment","","","","","","101.7117547","null","4.3","null","Matcha Hero @ Lot 10","OPERATIONAL","hash_Matcha Hero @ Lot 10 (Kuala Lumpur)","null","null","null","39","3.1465775","Kuala Lumpur","Lot 10, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJNVKqp1g3zDER0IwNegFsnf8","Matcha Hero @ Lot 10 (Kuala Lumpur)","","","","","",""
"Not Specified","null","food","point of interest","establishment","","","","","","101.7117547","null","4.3","null","Matcha Hero @ Lot 10","OPERATIONAL","hash_Matcha Hero @ Lot 10 (Selangor)","null","null","null","39","3.1465775","Selangor","Lot 10, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJNVKqp1g3zDER0IwNegFsnf8","Matcha Hero @ Lot 10 (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7145329","null","4.5","null","Matcha Hero Kyoto @ Pavilion Kuala Lumpur","OPERATIONAL","hash_Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Kuala Lumpur)","null","null","null","200","3.1486783","Kuala Lumpur","Lot P6 . 16 . 00, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJVYBTjyw2zDERcn78TDCU9b8","Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Kuala Lumpur)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7145329","null","4.5","null","Matcha Hero Kyoto @ Pavilion Kuala Lumpur","OPERATIONAL","hash_Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Pahang)","null","null","null","200","3.1486783","Pahang","Lot P6 . 16 . 00, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJVYBTjyw2zDERcn78TDCU9b8","Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Pahang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","101.7145329","null","4.5","null","Matcha Hero Kyoto @ Pavilion Kuala Lumpur","OPERATIONAL","hash_Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Selangor)","null","null","null","200","3.1486783","Selangor","Lot P6 . 16 . 00, 168, Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia","ChIJVYBTjyw2zDERcn78TDCU9b8","Matcha Hero Kyoto @ Pavilion Kuala Lumpur (Selangor)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","103.7632331","null","5","null","Matcha Lab @ Avery KSL","OPERATIONAL","hash_Matcha Lab @ Avery KSL (Johor)","null","null","null","1","1.4858331","Johor","2, Jalan Rusa 6, Taman Century, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJ1Qsjut5t2jERoipOIuL7fXY","Matcha Lab @ Avery KSL (Johor)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","103.7563241","null","5","null","Matcha Lalu","OPERATIONAL","hash_Matcha Lalu (Johor)","null","null","null","3","1.4629721","Johor","Jalan Ayer Molek, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia","ChIJzVZFDQAT2jERToW2Jde3CyI","Matcha Lalu (Johor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","116.0775019","null","4.6","null","Matcha Studio Gaya Street","OPERATIONAL","hash_Matcha Studio Gaya Street (Sabah)","null","null","null","60","5.984732699999999","Sabah","No 76, Ground Floor, 76, Jalan Gaya, Pusat Bandar Kota Kinabalu, 88000 Kota Kinabalu, Sabah, Malaysia","ChIJu9d6WwBpOzIRruFwg8ptxr0","Matcha Studio Gaya Street (Sabah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","116.0657609","null","4.8","null","Matcha Studio Sutera Avenue","OPERATIONAL","hash_Matcha Studio Sutera Avenue (Sabah)","null","null","null","244","5.9669895","Sabah","Unit No. B-1-05, Block B, Sutera Avenue, 88100 Kota Kinabalu, Sabah, Malaysia","ChIJs2JTWuBpOzIROAYvFvgkECE","Matcha Studio Sutera Avenue (Sabah)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","103.1427213","null","null","null","Matcha and Coffee","OPERATIONAL","hash_Matcha and Coffee (Terengganu)","null","null","null","null","5.3319965","Terengganu","Jalan Sultan Sulaiman, Kampung Kolam, 20000 Kuala Terengganu, Terengganu, Malaysia","ChIJWUrsPAC_tzERhjxRoN-clN0","Matcha and Coffee (Terengganu)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","102.2819065","null","5","null","Matcha! Bae HUSM","OPERATIONAL","hash_Matcha! Bae HUSM (Kelantan)","null","null","null","1","6.0992038","Kelantan","Jln Raja Perempuan Zainab II, Kubang Kerian, 16150 Kota Bharu, Kelantan, Malaysia","ChIJK38yRgCxtjERgeGhAc_WFdQ","Matcha! Bae HUSM (Kelantan)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","102.2459843","null","5","null","Matcha! Bae KOTA BHARU","OPERATIONAL","hash_Matcha! Bae KOTA BHARU (Kelantan)","null","null","null","3","6.121156800000001","Kelantan","Depan koperasi maik berhad, Jalan Dusun 3, Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia","ChIJfdnRVGWvtjERHUry8-fgrIE","Matcha! Bae KOTA BHARU (Kelantan)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","100.3289422","null","5","null","Matchario","OPERATIONAL","hash_Matchario (Penang)","null","null","null","2","5.4128897","Penang","179, Lebuh Noordin, George Town, 10300 George Town, Pulau Pinang, Malaysia","ChIJtcE8dJDDSjAR09FGF9gOF3g","Matchario (Penang)","","","","","",""
"Not Specified","null","cafe","store","food","point of interest","establishment","","","","100.3304228","null","4.4","null","Matcho Cafe","OPERATIONAL","hash_Matcho Cafe (Penang)","2","null","null","366","5.4122935","Penang","99B, Lebuh Noordin, George Town, 10300 George Town, Pulau Pinang, Malaysia","ChIJs4VZ_JTDSjARsJ0Q7w9uZ_o","Matcho Cafe (Penang)","","","","","",""
"Not Specified","null","cafe","food","point of interest","establishment","","","","","103.3292322","null","4.2","null","Micasa Café by the River","OPERATIONAL","hash_Micasa Café by the River (Pahang)","2","null","null","978","3.8055261","Pahang","c/o, Mega View Hotel, Lot 567, Jalan Besar, 25000 Kuantan, Pahang, Malaysia","ChIJwUMEG5y6yDERKYI8zDIaN4U","Micasa Café by the River (Pahang)","","","","","",""
"Not Specified","null","point of interest","establishment","","","","","","","101.4465841","null","4.2","null","Midoree Matcha","OPERATIONAL","hash_Midoree Matcha (Selangor)","null","null","null","112","2.9948887","Selangor","66-1, Jalan Mahogani 1, Bandar Botanik, 41200 Klang, Selangor, Malaysia","ChIJdQ0lu-6tzTERhYKKrGmAr_8","Midoree Matcha (Selangor)","","","","","",""
"Not Specified","null","cafe","food","point of interest","store","establishment","","","","101.7524173","null","4.9","null","Min Coffee Bangi","OPERATIONAL","hash_Min Coffee Bangi (Putrajaya)","null","null","null","713","2.9615002","Putrajaya","12, Jalan Medan PB2A, Seksyen 9, 43650 Bandar Baru Bangi, Selangor, Malaysia","ChIJFzIb5vHLzTER8bzoobI0-Kg","Min Coffee Bangi (Putrajaya)","","","","","",""
